Agency,Organization,Account Type,Character Code,Object,2015,2016,2017,2018
15 -  FINANCE,15300 - FIN RISK MGMT,Expense,58 - INTER DEPART BILLING,58186 - ID BILLING TO WATER,,,,0.00
15 -  FINANCE,15400 - FIN ADMIN SUPPORT,Expense,58 - INTER DEPART BILLING,58142 - ID BILLING TO LANDFILL,,,,0.00
15 -  FINANCE,15400 - FIN ADMIN SUPPORT,Expense,58 - INTER DEPART BILLING,58180 - ID BILLING TO MONONA TERRACE,,,,0.00
15 -  FINANCE,15400 - FIN ADMIN SUPPORT,Expense,58 - INTER DEPART BILLING,58181 - ID BILLING TO GOLF COURSES,,,,0.00
15 -  FINANCE,15400 - FIN ADMIN SUPPORT,Expense,58 - INTER DEPART BILLING,58182 - ID BILLING TO PARKING,,,,0.00
15 -  FINANCE,15400 - FIN ADMIN SUPPORT,Expense,58 - INTER DEPART BILLING,58183 - ID BILLING TO SEWER,,,,0.00
15 -  FINANCE,15400 - FIN ADMIN SUPPORT,Expense,58 - INTER DEPART BILLING,58184 - ID BILLING TO STORMWATER,,,,0.00
15 -  FINANCE,15400 - FIN ADMIN SUPPORT,Expense,58 - INTER DEPART BILLING,58185 - ID BILLING TO TRANSIT,,,,0.00
15 -  FINANCE,15400 - FIN ADMIN SUPPORT,Expense,58 - INTER DEPART BILLING,58186 - ID BILLING TO WATER,,,,0.00
16 -  HUMAN RESOURCES,16100 - HR SERVICES,Expense,58 - INTER DEPART BILLING,58142 - ID BILLING TO LANDFILL,,,,0.00
16 -  HUMAN RESOURCES,16100 - HR SERVICES,Expense,58 - INTER DEPART BILLING,58180 - ID BILLING TO MONONA TERRACE,,,,0.00
16 -  HUMAN RESOURCES,16100 - HR SERVICES,Expense,58 - INTER DEPART BILLING,58181 - ID BILLING TO GOLF COURSES,,,,0.00
16 -  HUMAN RESOURCES,16100 - HR SERVICES,Expense,58 - INTER DEPART BILLING,58182 - ID BILLING TO PARKING,,,,0.00
16 -  HUMAN RESOURCES,16100 - HR SERVICES,Expense,58 - INTER DEPART BILLING,58183 - ID BILLING TO SEWER,,,,0.00
16 -  HUMAN RESOURCES,16100 - HR SERVICES,Expense,58 - INTER DEPART BILLING,58184 - ID BILLING TO STORMWATER,,,,0.00
16 -  HUMAN RESOURCES,16200 - HR EMPLOYEE & LABOR RELATIONS,Expense,54 - PURCHASED SERVICES,54515 - MILEAGE,,,,0.00
16 -  HUMAN RESOURCES,16200 - HR EMPLOYEE & LABOR RELATIONS,Expense,58 - INTER DEPART BILLING,58142 - ID BILLING TO LANDFILL,,,,0.00
16 -  HUMAN RESOURCES,16200 - HR EMPLOYEE & LABOR RELATIONS,Expense,58 - INTER DEPART BILLING,58180 - ID BILLING TO MONONA TERRACE,,,,0.00
16 -  HUMAN RESOURCES,16200 - HR EMPLOYEE & LABOR RELATIONS,Expense,58 - INTER DEPART BILLING,58181 - ID BILLING TO GOLF COURSES,,,,0.00
16 -  HUMAN RESOURCES,16200 - HR EMPLOYEE & LABOR RELATIONS,Expense,58 - INTER DEPART BILLING,58182 - ID BILLING TO PARKING,,,,0.00
16 -  HUMAN RESOURCES,16200 - HR EMPLOYEE & LABOR RELATIONS,Expense,58 - INTER DEPART BILLING,58183 - ID BILLING TO SEWER,,,,0.00
16 -  HUMAN RESOURCES,16200 - HR EMPLOYEE & LABOR RELATIONS,Expense,58 - INTER DEPART BILLING,58184 - ID BILLING TO STORMWATER,,,,0.00
16 -  HUMAN RESOURCES,16200 - HR EMPLOYEE & LABOR RELATIONS,Expense,58 - INTER DEPART BILLING,58185 - ID BILLING TO TRANSIT,,,,0.00
16 -  HUMAN RESOURCES,16200 - HR EMPLOYEE & LABOR RELATIONS,Expense,58 - INTER DEPART BILLING,58186 - ID BILLING TO WATER,,,,0.00
16 -  HUMAN RESOURCES,16300 - HR ORGANIZATIONAL & HEALTH DEV,Expense,58 - INTER DEPART BILLING,58142 - ID BILLING TO LANDFILL,,,,0.00
16 -  HUMAN RESOURCES,16300 - HR ORGANIZATIONAL & HEALTH DEV,Expense,58 - INTER DEPART BILLING,58180 - ID BILLING TO MONONA TERRACE,,,,0.00
16 -  HUMAN RESOURCES,16300 - HR ORGANIZATIONAL & HEALTH DEV,Expense,58 - INTER DEPART BILLING,58181 - ID BILLING TO GOLF COURSES,,,,0.00
16 -  HUMAN RESOURCES,16300 - HR ORGANIZATIONAL & HEALTH DEV,Expense,58 - INTER DEPART BILLING,58182 - ID BILLING TO PARKING,,,,0.00
16 -  HUMAN RESOURCES,16300 - HR ORGANIZATIONAL & HEALTH DEV,Expense,58 - INTER DEPART BILLING,58183 - ID BILLING TO SEWER,,,,0.00
16 -  HUMAN RESOURCES,16300 - HR ORGANIZATIONAL & HEALTH DEV,Expense,58 - INTER DEPART BILLING,58184 - ID BILLING TO STORMWATER,,,,0.00
16 -  HUMAN RESOURCES,16300 - HR ORGANIZATIONAL & HEALTH DEV,Expense,58 - INTER DEPART BILLING,58185 - ID BILLING TO TRANSIT,,,,0.00
16 -  HUMAN RESOURCES,16300 - HR ORGANIZATIONAL & HEALTH DEV,Expense,58 - INTER DEPART BILLING,58186 - ID BILLING TO WATER,,,,0.00
17 -  INFORMATION TECHNOLOGY,17100 - IT APPLICATION DEVELOP SUPPORT,Revenue,48 - OTHER FINANCE SOURCE,48510 - FUND BALANCE APPLIED,,,,0.00
17 -  INFORMATION TECHNOLOGY,17100 - IT APPLICATION DEVELOP SUPPORT,Expense,58 - INTER DEPART BILLING,58142 - ID BILLING TO LANDFILL,,,,0.00
17 -  INFORMATION TECHNOLOGY,17100 - IT APPLICATION DEVELOP SUPPORT,Expense,58 - INTER DEPART BILLING,58180 - ID BILLING TO MONONA TERRACE,,,,0.00
17 -  INFORMATION TECHNOLOGY,17100 - IT APPLICATION DEVELOP SUPPORT,Expense,58 - INTER DEPART BILLING,58181 - ID BILLING TO GOLF COURSES,,,,0.00
17 -  INFORMATION TECHNOLOGY,17100 - IT APPLICATION DEVELOP SUPPORT,Expense,58 - INTER DEPART BILLING,58182 - ID BILLING TO PARKING,,,,0.00
17 -  INFORMATION TECHNOLOGY,17100 - IT APPLICATION DEVELOP SUPPORT,Expense,58 - INTER DEPART BILLING,58183 - ID BILLING TO SEWER,,,,0.00
17 -  INFORMATION TECHNOLOGY,17100 - IT APPLICATION DEVELOP SUPPORT,Expense,58 - INTER DEPART BILLING,58184 - ID BILLING TO STORMWATER,,,,0.00
17 -  INFORMATION TECHNOLOGY,17100 - IT APPLICATION DEVELOP SUPPORT,Expense,58 - INTER DEPART BILLING,58185 - ID BILLING TO TRANSIT,,,,0.00
17 -  INFORMATION TECHNOLOGY,17100 - IT APPLICATION DEVELOP SUPPORT,Expense,58 - INTER DEPART BILLING,58186 - ID BILLING TO WATER,,,,0.00
17 -  INFORMATION TECHNOLOGY,17200 - IT TECHNICAL SERVICES,Expense,58 - INTER DEPART BILLING,58142 - ID BILLING TO LANDFILL,,,,0.00
19 -  MAYOR,19100 - MAYOR,Expense,58 - INTER DEPART BILLING,58142 - ID BILLING TO LANDFILL,,,,0.00
19 -  MAYOR,19100 - MAYOR,Expense,58 - INTER DEPART BILLING,58180 - ID BILLING TO MONONA TERRACE,,,,0.00
19 -  MAYOR,19100 - MAYOR,Expense,58 - INTER DEPART BILLING,58181 - ID BILLING TO GOLF COURSES,,,,0.00
19 -  MAYOR,19100 - MAYOR,Expense,58 - INTER DEPART BILLING,58182 - ID BILLING TO PARKING,,,,0.00
19 -  MAYOR,19100 - MAYOR,Expense,58 - INTER DEPART BILLING,58183 - ID BILLING TO SEWER,,,,0.00
19 -  MAYOR,19100 - MAYOR,Expense,58 - INTER DEPART BILLING,58184 - ID BILLING TO STORMWATER,,,,0.00
19 -  MAYOR,19100 - MAYOR,Expense,58 - INTER DEPART BILLING,58185 - ID BILLING TO TRANSIT,,,,0.00
19 -  MAYOR,19100 - MAYOR,Expense,58 - INTER DEPART BILLING,58186 - ID BILLING TO WATER,,,,0.00
20 -  MUNICIPAL COURT,20100 - MUNICIPAL COURT,Expense,54 - PURCHASED SERVICES,54515 - MILEAGE,,,,0.00
21 -  TREASURER,21100 - TREASURER,Expense,58 - INTER DEPART BILLING,58142 - ID BILLING TO LANDFILL,,,,0.00
21 -  TREASURER,21100 - TREASURER,Expense,58 - INTER DEPART BILLING,58180 - ID BILLING TO MONONA TERRACE,,,,0.00
21 -  TREASURER,21100 - TREASURER,Expense,58 - INTER DEPART BILLING,58181 - ID BILLING TO GOLF COURSES,,,,0.00
21 -  TREASURER,21100 - TREASURER,Expense,58 - INTER DEPART BILLING,58182 - ID BILLING TO PARKING,,,,0.00
21 -  TREASURER,21100 - TREASURER,Expense,58 - INTER DEPART BILLING,58183 - ID BILLING TO SEWER,,,,0.00
21 -  TREASURER,21100 - TREASURER,Expense,58 - INTER DEPART BILLING,58184 - ID BILLING TO STORMWATER,,,,0.00
21 -  TREASURER,21100 - TREASURER,Expense,58 - INTER DEPART BILLING,58185 - ID BILLING TO TRANSIT,,,,0.00
21 -  TREASURER,21100 - TREASURER,Expense,58 - INTER DEPART BILLING,58186 - ID BILLING TO WATER,,,,0.00
22 -  EMPLOYEE ASSISTANCE PROGRAM,22100 - EMPLOYEE ASSISTANCE PROGRAM,Expense,51 - SALARIES,51111 - SALARY SAVINGS,,,,0.00
22 -  EMPLOYEE ASSISTANCE PROGRAM,22100 - EMPLOYEE ASSISTANCE PROGRAM,Expense,58 - INTER DEPART BILLING,58180 - ID BILLING TO MONONA TERRACE,,,,0.00
22 -  EMPLOYEE ASSISTANCE PROGRAM,22100 - EMPLOYEE ASSISTANCE PROGRAM,Expense,58 - INTER DEPART BILLING,58185 - ID BILLING TO TRANSIT,,,,0.00
22 -  EMPLOYEE ASSISTANCE PROGRAM,22100 - EMPLOYEE ASSISTANCE PROGRAM,Expense,58 - INTER DEPART BILLING,58186 - ID BILLING TO WATER,,,,0.00
31 -  POLICE,31100 - POLICE FIELD,Expense,54 - PURCHASED SERVICES,54610 - FINANCIAL ACTUARY SERVICES,,,,0.00
31 -  POLICE,31105 - SWAT,Expense,53 - SUPPLIES,53100 - PURCHASING CARD UNALLOCATED,,,,0.00
31 -  POLICE,31115 - MIDTOWN,Expense,53 - SUPPLIES,53100 - PURCHASING CARD UNALLOCATED,,,,0.00
31 -  POLICE,31200 - POLICE SUPPORT,Expense,54 - PURCHASED SERVICES,54515 - MILEAGE,,,,0.00
40 -  ENGINEERING,40110 - ENG ADMIN DIVISION,Expense,54 - PURCHASED SERVICES,54680 - PARKING TOWING SERVICES,,,,0.00
40 -  ENGINEERING,40110 - ENG ADMIN DIVISION,Expense,58 - INTER DEPART BILLING,58180 - ID BILLING TO MONONA TERRACE,,,,0.00
40 -  ENGINEERING,40110 - ENG ADMIN DIVISION,Expense,58 - INTER DEPART BILLING,58181 - ID BILLING TO GOLF COURSES,,,,0.00
40 -  ENGINEERING,40110 - ENG ADMIN DIVISION,Expense,58 - INTER DEPART BILLING,58182 - ID BILLING TO PARKING,,,,0.00
40 -  ENGINEERING,40110 - ENG ADMIN DIVISION,Expense,58 - INTER DEPART BILLING,58185 - ID BILLING TO TRANSIT,,,,0.00
40 -  ENGINEERING,40110 - ENG ADMIN DIVISION,Expense,58 - INTER DEPART BILLING,58186 - ID BILLING TO WATER,,,,0.00
40 -  ENGINEERING,40124 - ENG STREETS SURVEY,Revenue,48 - OTHER FINANCE SOURCE,48510 - FUND BALANCE APPLIED,,,,0.00
40 -  ENGINEERING,40139 - ENG MEDIAN MAINTENANCE,Revenue,48 - OTHER FINANCE SOURCE,48510 - FUND BALANCE APPLIED,,,,0.00
40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,53 - SUPPLIES,53240 - SNOW REMOVAL SUPPLIES,,,,0.00
40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,54 - PURCHASED SERVICES,54215 - WASTE DISPOSAL,,,,0.00
43 -  TRANSPORTATION,43100 - TRANSPORTATION MANAGEMENT,Expense,57 - INTER DEPART CHARGES,57140 - ID CHARGE FROM ENGINEERING,,,,0.00
44 -  STREETS,44116 - ST TRANSFER STATION OTHER,Expense,53 - SUPPLIES,53100 - PURCHASING CARD UNALLOCATED,,,,0.00
44 -  STREETS,44601 - ST ROADSIDE CLEANUP ADMIN,Revenue,48 - OTHER FINANCE SOURCE,48510 - FUND BALANCE APPLIED,,,,0.00
45 -  TRAFFIC ENGINEERING,45500 - TE SIGNALS,Expense,53 - SUPPLIES,53100 - PURCHASING CARD UNALLOCATED,,,,0.00
50 -  LIBRARY,50200 - LIB COMM ENGAGE,Expense,54 - PURCHASED SERVICES,54650 - ADVERTISING SERVICES,,,,0.00
50 -  LIBRARY,50222751 - LIB COMM ENGAGE TEEN CENTRAL,Revenue,48 - OTHER FINANCE SOURCE,48510 - FUND BALANCE APPLIED,,,,0.00
50 -  LIBRARY,50223751 - LIB COMM ENGAGE ADULT CENTRAL,Expense,53 - SUPPLIES,53130 - FURNITURE,,,,0.00
50 -  LIBRARY,50224 - LIB COMM ENGAGE ALL AGES,Expense,54 - PURCHASED SERVICES,54340 - VEHICLE REPAIR AND MAINTENANCE,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,51 - SALARIES,51110 - PERMANENT WAGES,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,51 - SALARIES,51111 - SALARY SAVINGS,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,51 - SALARIES,51113 - PENDING PERSONNEL,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,51 - SALARIES,51120 - PREMIUM PAY,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,51 - SALARIES,51130 - WORKERS COMPENSATION WAGES,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,51 - SALARIES,51140 - COMPENSATED ABSENCE,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,51 - SALARIES,51210 - HOURLY WAGES,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,51 - SALARIES,51320 - OVERTIME WAGES HOURLY,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,52 - BENEFITS,52110 - COMPENSATED ABSENCE ESCROW,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,52 - BENEFITS,52111 - BENEFIT SAVINGS,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,52 - BENEFITS,52210 - FLEXIBLE SPENDING BENEFITS,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,52 - BENEFITS,52310 - UNEMPLOYMENT BENEFITS,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,52 - BENEFITS,52410 - HEALTH INSURANCE BENEFIT,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,52 - BENEFITS,52411 - DENTAL INSURANCE BENEFIT,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,52 - BENEFITS,52412 - LIFE INSURANCE BENEFIT,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,52 - BENEFITS,52714 - LICENSES AND CERTIFICATIONS,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,52 - BENEFITS,52715 - GRANT,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,52 - BENEFITS,52716 - POST EMPLOYMENT HEALTH PLANS,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,52 - BENEFITS,52810 - WORKERS COMPENSATION,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,53 - SUPPLIES,53100 - PURCHASING CARD UNALLOCATED,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,53 - SUPPLIES,53115 - ARTWORK,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,53 - SUPPLIES,53140 - HARDWARE SUPPLIES,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,53 - SUPPLIES,53145 - SOFTWARE LICENSES & SUPPLIES,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,53 - SUPPLIES,53155 - PROGRAM SUPPLIES,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,53 - SUPPLIES,53315 - BUILDING SUPPLIES,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,54 - PURCHASED SERVICES,54121 - CELLULAR TELEPHONE,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,54 - PURCHASED SERVICES,54310 - OFFICE EQUIPMENT REPAIR,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,54 - PURCHASED SERVICES,54515 - MILEAGE,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,54 - PURCHASED SERVICES,54650 - ADVERTISING SERVICES,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,54 - PURCHASED SERVICES,54655 - PRINTING SERVICES,,,,0.00
50 -  LIBRARY,50225751 - LIB COMM ENGAGE BUBBLER CEN,Expense,54 - PURCHASED SERVICES,54695 - PROGRAM SERVICES,,,,0.00
50 -  LIBRARY,50300 - LIB COL RES & ACCESS,Revenue,42 - INTERGOV REVENUES,42410 - OTHER UNIT OF GOV REVENUES OP,,,,0.00
50 -  LIBRARY,50300 - LIB COL RES & ACCESS,Revenue,43 - CHARGES FOR SERVICES,43568 - CATALOGING SERVICES,,,,0.00
50 -  LIBRARY,50300 - LIB COL RES & ACCESS,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,,,,0.00
50 -  LIBRARY,50300 - LIB COL RES & ACCESS,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,,,,0.00
50 -  LIBRARY,50300 - LIB COL RES & ACCESS,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,,,,0.00
50 -  LIBRARY,50300 - LIB COL RES & ACCESS,Expense,59 - TRANSFER OUT,59140 - TRANSFER OUT TO CAPITAL PROJEC,,,,0.00
50 -  LIBRARY,50400 - LIB FACILITIES,Revenue,48 - OTHER FINANCE SOURCE,48510 - FUND BALANCE APPLIED,,,,0.00
50 -  LIBRARY,50400 - LIB FACILITIES,Expense,54 - PURCHASED SERVICES,54515 - MILEAGE,,,,0.00
50 -  LIBRARY,50400 - LIB FACILITIES,Expense,57 - INTER DEPART CHARGES,57145 - ID CHARGE FROM TRAFFIC ENGINEE,,,,0.00
50 -  LIBRARY,50400751 - LIB FACILITIES CENTRAL,Revenue,48 - OTHER FINANCE SOURCE,48510 - FUND BALANCE APPLIED,,,,0.00
50 -  LIBRARY,50400752 - LIB FACILITIES HAWTHORNE,Expense,53 - SUPPLIES,53130 - FURNITURE,,,,0.00
50 -  LIBRARY,50400760 - LIB FAC SUPPORT CENTER BADGER,Revenue,43 - CHARGES FOR SERVICES,43110 - REPRODUCTION SERVICES,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,51 - SALARIES,51110 - PERMANENT WAGES,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,51 - SALARIES,51111 - SALARY SAVINGS,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,51 - SALARIES,51113 - PENDING PERSONNEL,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,51 - SALARIES,51120 - PREMIUM PAY,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,51 - SALARIES,51130 - WORKERS COMPENSATION WAGES,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,51 - SALARIES,51140 - COMPENSATED ABSENCE,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,51 - SALARIES,51210 - HOURLY WAGES,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,51 - SALARIES,51320 - OVERTIME WAGES HOURLY,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,52 - BENEFITS,52110 - COMPENSATED ABSENCE ESCROW,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,52 - BENEFITS,52111 - BENEFIT SAVINGS,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,52 - BENEFITS,52210 - FLEXIBLE SPENDING BENEFITS,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,52 - BENEFITS,52310 - UNEMPLOYMENT BENEFITS,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,52 - BENEFITS,52410 - HEALTH INSURANCE BENEFIT,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,52 - BENEFITS,52411 - DENTAL INSURANCE BENEFIT,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,52 - BENEFITS,52412 - LIFE INSURANCE BENEFIT,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,52 - BENEFITS,52714 - LICENSES AND CERTIFICATIONS,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,52 - BENEFITS,52715 - GRANT,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,52 - BENEFITS,52716 - POST EMPLOYMENT HEALTH PLANS,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,52 - BENEFITS,52810 - WORKERS COMPENSATION,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,53 - SUPPLIES,53120 - COPY PRINTING SUPPLIES,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,53 - SUPPLIES,53130 - FURNITURE,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,53 - SUPPLIES,53140 - HARDWARE SUPPLIES,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,53 - SUPPLIES,53145 - SOFTWARE LICENSES & SUPPLIES,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,53 - SUPPLIES,53150 - POSTAGE,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,53 - SUPPLIES,53410 - MACHINERY AND EQUIPMENT,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,54 - PURCHASED SERVICES,54120 - TELEPHONE,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,54 - PURCHASED SERVICES,54121 - CELLULAR TELEPHONE,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,54 - PURCHASED SERVICES,54130 - SYSTEMS COMMUNICATION INTERNET,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,54 - PURCHASED SERVICES,54310 - OFFICE EQUIPMENT REPAIR,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,54 - PURCHASED SERVICES,54320 - COMMUNICATION DEVICE RPR MAIN,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,54 - PURCHASED SERVICES,54330 - EQUIP IMPROV REPAIR MAINT,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,54 - PURCHASED SERVICES,54510 - RECRUITMENT,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,54 - PURCHASED SERVICES,54515 - MILEAGE,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,54 - PURCHASED SERVICES,54535 - MEMBERSHIPS,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,54 - PURCHASED SERVICES,54615 - AUDIT SERVICES,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,54 - PURCHASED SERVICES,54618 - BANK SERVICES,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,54 - PURCHASED SERVICES,54620 - LEGAL SERVICES,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,54 - PURCHASED SERVICES,54628 - COLLECTION SERVICES,,,,0.00
50 -  LIBRARY,50500 - LIB ADMIN & MARKETING,Expense,54 - PURCHASED SERVICES,54650 - ADVERTISING SERVICES,,,,0.00
